end,UNH_Close
2021-03-31,351.1443786621094
2021-06-30,379.3029479980469
2021-09-30,371.4140930175781
2021-12-31,478.861083984375
2022-03-31,487.7672119140625
2022-06-30,493.0198059082031
2022-09-30,486.2956237792969
2022-12-31,512.0762329101562
2023-03-31,458.07855224609375
2023-06-30,467.7937927246094
2023-09-30,492.6246032714844
2023-12-31,516.1483154296875
2024-03-31,486.9132080078125
2024-06-30,503.3703918457031
2024-09-30,579.9674682617188
2024-12-31,503.7073059082031
